"Data","Categoria","Produto","Quantidade","Preco_Unitario","Total_Venda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/18/2023","Mercearia","Macarrão","9","6.42","57.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/5/2023","Limpeza","Desinfetante","5","33.13","165.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/17/2023","Limpeza","Amaciante","9","35.92","323.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/15/2023","Bebidas","Suco","4","13.98","55.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/23/2023","Perecíveis","Iogurte","2","7.62","15.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/5/2023","Limpeza","Amaciante","3","44.38","133.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/28/2023","Mercearia","Feijão","13","4.42","57.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/18/2023","Bebidas","Cerveja","4","47.1","188.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/25/2023","Mercearia","Arroz","6","48.9","293.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/1/2023","Higiene","Sabonete","6","17.7","106.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/28/2023","Limpeza","Detergente","9","22.83","205.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/5/2023","Mercearia","Açúcar","9","23.04","207.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/31/2023","Mercearia","Arroz","9","34.19","307.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/16/2023","Perecíveis","Leite","5","44.12","220.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/17/2023","Bebidas","Cerveja","5","5.7","28.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/10/2023","Limpeza","Detergente","2","37.17","74.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/18/2023","Bebidas","Suco","2","19.87","39.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/15/2023","Higiene","Sabonete","3","25.69","77.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/1/2023","Perecíveis","Queijo","8","37.66","301.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/17/2023","Limpeza","Amaciante","1","46.2","46.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/17/2023","Bebidas","Cerveja","1","44.98","44.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/27/2023","Higiene","Papel Higiênico","5","21.74","108.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/24/2023","Limpeza","Sabão em Pó","6","22.52","135.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/18/2023","Mercearia","Macarrão","5","39.63","198.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/5/2023","Higiene","Creme Dental","6","39.68","238.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/15/2023","Bebidas","Água","4","30.33","121.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/26/2023","Perecíveis","Queijo","6","3.36","20.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/12/2023","Bebidas","Suco","6","33.45","200.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/14/2023","Perecíveis","Manteiga","5","39.75","198.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/30/2023","Perecíveis","Ovos","7","36.59","256.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/9/2023","Mercearia","Macarrão","3","40.68","122.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/2/2023","Mercearia","Óleo","8","28.56","228.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/25/2023","Perecíveis","Manteiga","4","43.89","175.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/22/2023","Perecíveis","Iogurte","5","26.27","131.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/6/2023","Bebidas","Cerveja","5","45.37","226.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/28/2023","Limpeza","Detergente","3","18.75","56.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/9/2023","Perecíveis","Ovos","7","42.22","295.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/9/2023","Bebidas","Água","5","21.73","108.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/26/2023","Mercearia","Açúcar","3","37.55","112.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/3/2023","Perecíveis","Iogurte","3","16.25","48.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/18/2023","Bebidas","Suco","3","13.59","40.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/22/2023","Mercearia","Macarrão","4","7.68","30.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/3/2023","Mercearia","Macarrão","10","4.77","47.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/17/2023","Limpeza","Amaciante","8","31.58","252.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/24/2023","Bebidas","Cerveja","5","34.59","172.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/21/2023","Bebidas","Água","4","17.72","70.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/13/2023","Bebidas","Refrigerante","1","25.79","25.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/21/2023","Perecíveis","Ovos","1","11.9","11.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/1/2023","Higiene","Shampoo","3","11.81","35.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/20/2023","Perecíveis","Leite","1","31.34","31.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/27/2023","Bebidas","Suco","3","28.91","86.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/14/2023","Limpeza","Desinfetante","9","37.1","333.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/30/2023","Bebidas","Água","12","43.96","527.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/28/2023","Bebidas","Água","3","41.39","124.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/26/2023","Limpeza","Sabão em Pó","9","21.67","195.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
